CustomerID,LastPurchase,FirstPurchase,Frequency,Monetary,Quantity,Recency,CustomerAgeDays,AverageOrderValue,PurchaseRatePerMonth,AnnualizedValueIndicator,CLVIndicator,RScore,FScore,MScore,RFMScore,Cluster,SegmentName
15098,2011-06-10 15:33:00,2011-06-10 15:22:00,3,39916.5,121,182,182,13305.5,0.501717032967033,80052.32142857143,80052.32142857143,1,3,5,9,0,Champions
13798,2011-12-08 15:51:00,2010-12-02 17:24:00,57,37153.85,23948,1,372,651.8219298245614,4.663810483870968,36454.718413978495,36454.718413978495,5,5,5,15,0,Champions
16013,2011-12-06 10:36:00,2010-12-03 13:09:00,47,37130.6,15536,4,371,790.0127659574467,3.8559636118598384,36530.105121293804,36530.105121293804,5,5,5,15,0,Champions
16422,2011-11-22 14:00:00,2010-12-05 15:35:00,51,34684.4,33704,17,369,680.086274509804,4.206808943089431,34308.41734417344,34308.41734417344,4,5,5,14,0,Champions
12748,2011-12-09 12:20:00,2010-12-01 12:48:00,209,33719.73,25747,1,374,161.3384210526316,17.00919117647059,32908.29264705883,32908.29264705883,5,5,5,15,0,Champions
15838,2011-11-28 14:00:00,2010-12-07 11:26:00,19,33643.08,18368,11,368,1770.6884210526316,1.571501358695652,33368.81576086957,33368.81576086957,5,5,5,15,0,Champions
17404,2011-12-05 16:26:00,2010-12-14 13:28:00,15,31906.82,32748,4,360,2127.1213333333335,1.2682291666666667,32349.97027777778,32349.97027777778,5,5,5,15,0,Champions
17389,2011-12-09 09:38:00,2011-01-12 15:48:00,34,31833.68,7612,1,331,936.2847058823529,3.126510574018127,35103.60483383686,35103.60483383686,5,5,5,15,0,Champions
13098,2011-12-08 14:14:00,2011-01-26 13:46:00,28,28882.44,15968,1,317,1031.5157142857142,2.6884858044164037,33255.80630914826,33255.80630914826,5,5,5,15,0,Champions
14680,2011-11-14 16:59:00,2010-12-03 12:05:00,16,28754.11,13476,25,372,1797.131875,1.3091397849462365,28213.03803763441,28213.03803763441,4,5,5,14,0,Champions
13081,2011-11-28 10:54:00,2010-12-03 17:20:00,11,28337.38,19068,12,371,2576.1254545454544,0.9024595687331536,27879.093530997303,27879.093530997303,5,5,5,15,0,Champions
13408,2011-12-08 09:05:00,2010-12-01 10:39:00,62,28117.04,16232,2,374,453.5006451612903,5.045788770053476,27440.426737967915,27440.426737967915,5,5,5,15,0,Champions
17857,2011-12-05 13:13:00,2010-12-09 11:35:00,23,26879.04,19256,4,366,1168.6539130434783,1.9127390710382512,26805.6,26805.6,5,5,5,15,0,Champions
16333,2011-12-02 12:19:00,2011-02-03 10:50:00,22,26626.8,32184,8,310,1210.3090909090909,2.1600806451612904,31350.909677419353,31350.909677419353,5,5,5,15,0,Champions
13777,2011-12-09 12:25:00,2010-12-01 16:01:00,33,25977.16,12897,1,373,787.1866666666666,2.692861930294906,25420.009115281504,25420.009115281504,5,5,5,15,0,Champions
12753,2011-11-17 10:52:00,2010-12-12 11:44:00,6,21429.39,11421,23,363,3571.565,0.503099173553719,21547.45826446281,21547.45826446281,4,5,5,14,0,Champions
12744,2011-10-19 11:18:00,2011-01-25 13:26:00,7,21279.29,5241,52,318,3039.8985714285714,0.6700078616352201,24424.342295597486,24424.342295597486,3,5,5,13,0,Champions
16210,2011-12-08 12:36:00,2010-12-01 12:27:00,18,21086.3,7559,2,374,1171.461111111111,1.4649064171122996,20578.875668449196,20578.875668449196,5,5,5,15,0,Champions
17675,2011-12-08 18:03:00,2010-12-07 13:22:00,31,20374.28,8360,1,367,657.2348387096774,2.5710149863760217,20263.248501362395,20263.248501362395,5,5,5,15,0,Champions
17381,2011-12-01 11:59:00,2010-12-02 12:58:00,29,20275.61,25649,9,372,699.1589655172414,2.372815860215054,19894.079704301075,19894.079704301075,5,5,5,15,0,Champions
15039,2011-11-30 11:31:00,2010-12-06 11:26:00,47,19914.44,9209,10,369,423.7114893617021,3.8768631436314367,19698.565311653114,19698.565311653114,5,5,5,15,0,Champions
12471,2011-12-07 15:43:00,2010-12-10 09:35:00,30,19824.05,8212,2,365,660.8016666666666,2.5017123287671232,19824.05,19824.05,5,5,5,15,0,Champions
12731,2011-11-16 11:59:00,2010-12-10 10:56:00,12,18895.91,8437,24,365,1574.6591666666666,1.0006849315068493,18895.91,18895.91,4,5,5,14,0,Champions
15159,2011-12-08 12:05:00,2010-12-13 15:44:00,30,18641.010000000002,11441,2,361,621.3670000000001,2.5294321329639886,18847.55858725762,18847.55858725762,5,5,5,15,0,Champions
12901,2011-12-01 10:07:00,2011-03-14 10:41:00,28,17654.54,23075,9,271,630.5192857142857,3.1448339483394836,23778.254981549817,23778.254981549817,5,5,5,15,0,Champions
12678,2011-10-28 13:04:00,2010-12-21 11:00:00,12,17628.46,10923,42,354,1469.0383333333332,1.0317796610169492,18176.237005649717,18176.237005649717,3,5,5,13,0,Champions
14031,2011-12-02 17:13:00,2010-12-02 16:34:00,19,17286.86,5788,7,372,909.8347368421053,1.554603494623656,16961.569623655916,16961.569623655916,5,5,5,15,0,Champions
17428,2011-12-09 09:45:00,2010-12-06 09:37:00,28,17256.85,9474,1,369,616.3160714285714,2.309620596205962,17069.78387533875,17069.78387533875,5,5,5,15,0,Champions
13767,2011-12-07 15:00:00,2010-12-01 10:47:00,37,17220.36,7322,2,374,465.41513513513513,3.011196524064171,16805.966310160427,16805.966310160427,5,5,5,15,0,Champions
13881,2011-12-06 12:50:00,2011-02-01 10:14:00,20,17159.52,10118,4,312,857.976,1.951121794871795,20074.438461538462,20074.438461538462,5,5,5,15,0,Champions
16839,2011-12-01 09:03:00,2010-12-05 11:15:00,34,16594.35,8975,9,370,488.06911764705876,2.796959459459459,16370.102027027024,16370.102027027024,5,5,5,15,0,Champions
12921,2011-11-30 16:22:00,2010-12-01 15:06:00,37,16587.09,9526,9,373,448.29972972972973,3.019269436997319,16231.334718498658,16231.334718498658,5,5,5,15,0,Champions
14607,2011-11-24 10:35:00,2011-03-23 15:22:00,14,16569.5,11766,16,261,1183.5357142857142,1.6326628352490422,23171.9061302682,23171.9061302682,4,5,5,14,0,Champions
15856,2011-12-05 17:09:00,2010-12-09 13:34:00,27,16387.57,11005,4,365,606.947037037037,2.251541095890411,16387.57,16387.57,5,5,5,15,0,Champions
17677,2011-12-08 09:56:00,2010-12-06 08:42:00,30,16363.23,9775,2,369,545.441,2.4745934959349594,16185.85081300813,16185.85081300813,5,5,5,15,0,Champions
15189,2011-12-08 13:22:00,2011-01-11 12:29:00,41,16225.39,6149,1,333,395.74121951219513,3.74756006006006,17784.586636636635,17784.586636636635,5,5,5,15,0,Champions
14051,2011-12-09 10:20:00,2010-12-08 12:49:00,23,15610.390000000001,3756,1,367,678.7126086956522,1.9075272479564032,15525.319754768394,15525.319754768394,5,5,5,15,0,Champions
15513,2011-11-06 14:36:00,2010-12-01 11:22:00,19,14758.220000000001,5709,33,374,776.7484210526317,1.5462901069518717,14403.0756684492,14403.0756684492,3,5,5,13,0,Champions
16133,2011-12-06 11:24:00,2011-01-25 15:55:00,33,14589.04,8887,4,318,442.09212121212124,3.1586084905660377,16745.281761006292,16745.281761006292,5,5,5,15,0,Champions
14866,2011-11-29 11:45:00,2010-12-08 14:58:00,12,14389.9,6752,11,366,1199.1583333333333,0.9979508196721311,14350.583333333334,14350.583333333334,5,5,5,15,0,Champions
16705,2011-12-09 12:08:00,2010-12-16 10:51:00,20,14034.99,5476,1,359,701.7495,1.6956824512534818,14269.558077994428,14269.558077994428,5,5,5,15,0,Champions
12681,2011-11-25 11:33:00,2010-12-07 10:08:00,22,13787.54,7536,15,368,626.7063636363637,1.819633152173913,13675.141576086959,13675.141576086959,4,5,5,14,0,Champions
12621,2011-12-08 11:25:00,2010-12-09 10:16:00,20,13689.67,7440,2,366,684.4835,1.6632513661202184,13652.266530054647,13652.266530054647,5,5,5,15,0,Champions
12540,2011-11-20 11:31:00,2010-12-13 09:39:00,17,13400.24,6685,20,362,788.2494117647059,1.4293853591160222,13511.291712707181,13511.291712707181,4,5,5,14,0,Champions
12433,2011-12-09 10:02:00,2010-12-01 13:24:00,7,13375.87,11071,1,373,1910.8385714285716,0.5712131367292226,13088.988069705096,13088.988069705096,5,5,5,15,0,Champions
15498,2011-12-07 12:48:00,2010-12-08 12:29:00,27,13316.4,6105,3,367,493.2,2.2392711171662123,13243.8310626703,13243.8310626703,5,5,5,15,0,Champions
12477,2011-11-17 09:51:00,2011-02-11 12:45:00,6,13219.74,3653,23,302,2203.29,0.6047185430463576,15977.500331125826,15977.500331125826,4,4,5,13,0,Champions
17735,2011-12-07 16:47:00,2010-12-07 10:32:00,19,13110.02,8439,2,368,690.001052631579,1.571501358695652,13003.14483695652,13003.14483695652,5,5,5,15,0,Champions
16525,2011-12-07 15:07:00,2010-12-08 11:31:00,26,13027.45,7397,2,367,501.0557692307693,2.1563351498637604,12956.455722070845,12956.455722070845,5,5,5,15,0,Champions
14258,2011-11-30 15:27:00,2011-01-06 12:18:00,9,12669.98,7100,9,338,1407.7755555555555,0.810465976331361,13682.07899408284,13682.07899408284,5,5,5,15,0,Champions
13078,2011-12-06 15:36:00,2010-12-08 09:07:00,26,12627.94,5630,3,367,485.69,2.1563351498637604,12559.12288828338,12559.12288828338,5,5,5,15,0,Champions
12536,2011-10-27 14:20:00,2011-10-11 14:52:00,3,12601.830000000002,2803,43,59,4200.610000000001,1.5476694915254237,77960.47372881357,77960.47372881357,3,3,5,11,0,Champions
15640,2011-12-05 14:35:00,2010-12-02 15:40:00,15,12515.66,6607,4,372,834.3773333333334,1.2273185483870968,12280.150268817206,12280.150268817206,5,5,5,15,0,Champions
16000,2011-12-07 12:17:00,2011-12-07 12:14:00,3,12393.7,5110,3,3,4131.233333333334,30.4375,1507900.1666666667,1507900.1666666667,5,4,5,14,0,Champions
17340,2011-11-10 10:45:00,2010-12-08 15:56:00,11,12353.29,5967,30,366,1123.0263636363636,0.9147882513661202,12319.537841530053,12319.537841530053,4,5,5,14,0,Champions
12682,2011-12-06 10:00:00,2010-12-03 13:59:00,31,12288.22,5575,4,371,396.3941935483871,2.5432951482479784,12089.488679245282,12089.488679245282,5,5,5,15,0,Champions
13113,2011-12-09 12:49:00,2010-12-08 13:21:00,24,12245.960000000001,3045,1,366,510.2483333333334,1.9959016393442621,12212.501092896176,12212.501092896176,5,5,5,15,0,Champions
14606,2011-12-08 19:28:00,2010-12-01 16:57:00,93,12156.65,6224,1,373,130.71666666666667,7.588974530831099,11895.917560321715,11895.917560321715,5,5,5,15,0,Champions
12557,2011-11-23 16:59:00,2010-12-03 12:20:00,5,11990.960000000001,4384,16,372,2398.192,0.40910618279569894,11765.323655913977,11765.323655913977,4,4,5,13,0,Champions
12939,2011-10-06 14:33:00,2011-01-09 11:20:00,8,11581.8,4876,64,335,1447.725,0.7268656716417911,12618.976119402985,12618.976119402985,3,5,5,13,0,Champions
15125,2011-11-14 13:57:00,2011-03-14 09:59:00,15,11528.48,6193,25,271,768.5653333333333,1.6847324723247232,15527.28856088561,15527.28856088561,4,5,5,14,0,Champions
14194,2011-12-05 10:38:00,2011-02-04 14:51:00,21,11349.52,5840,5,308,540.4533333333334,2.075284090909091,13449.918181818182,13449.918181818182,5,5,5,15,0,Champions
12971,2011-12-06 12:20:00,2010-12-02 16:42:00,86,11189.91,9289,4,372,130.11523255813952,7.036626344086022,10979.347177419355,10979.347177419355,5,5,5,15,0,Champions
14895,2011-12-02 09:23:00,2011-02-22 13:08:00,20,11138.710000000001,4851,8,290,556.9355,2.0991379310344827,14019.410862068968,14019.410862068968,5,5,5,15,0,Champions
12409,2011-09-22 10:38:00,2011-06-10 12:19:00,3,11072.67,5551,79,183,3690.89,0.49897540983606553,22084.833606557375,22084.833606557375,2,3,5,10,0,Champions
15482,2011-11-24 10:46:00,2010-12-16 10:08:00,12,11054.96,5020,16,359,921.2466666666666,1.017409470752089,11239.722562674095,11239.722562674095,4,5,5,14,0,Champions
17581,2011-12-09 12:21:00,2010-12-02 14:47:00,25,11045.04,5927,1,372,441.8016,2.0455309139784945,10837.203225806452,10837.203225806452,5,5,5,15,0,Champions
13319,2011-12-04 13:34:00,2010-12-09 10:04:00,26,10845.550000000001,4724,5,366,417.1365384615385,2.162226775956284,10815.917349726777,10815.917349726777,5,5,5,15,0,Champions
17107,2011-11-06 14:14:00,2011-03-06 15:17:00,6,10815.43,4837,33,278,1802.5716666666667,0.6569244604316546,14200.114928057556,14200.114928057556,3,5,5,13,0,Champions
13340,2011-10-25 13:15:00,2011-03-08 11:39:00,7,10736.48,5770,45,277,1533.782857142857,0.7691787003610108,14147.347292418772,14147.347292418772,3,5,5,13,0,Champions
14769,2011-12-07 10:24:00,2010-12-17 11:40:00,8,10674.75,7436,3,358,1334.34375,0.6801675977653631,10883.474162011173,10883.474162011173,5,5,5,15,0,Champions
17139,2011-11-24 10:12:00,2011-02-24 09:32:00,12,10668.47,5182,16,289,889.0391666666666,1.263840830449827,13474.019204152248,13474.019204152248,4,5,5,14,0,Champions
16779,2011-12-07 14:54:00,2010-12-08 09:56:00,22,10629.720000000001,5325,2,367,483.169090909091,1.8245912806539508,10571.792370572208,10571.792370572208,5,5,5,15,0,Champions
17865,2011-11-09 12:08:00,2010-12-10 14:53:00,20,10526.32,5757,31,364,526.316,1.67239010989011,10555.238461538462,10555.238461538462,4,5,5,14,0,Champions
17706,2011-12-05 13:34:00,2010-12-08 11:02:00,17,10504.49,3899,4,367,617.9111764705882,1.4099114441416893,10447.244822888284,10447.244822888284,5,5,5,15,0,Champions
15251,2011-11-30 15:02:00,2011-04-12 10:38:00,11,10484.99,6171,9,242,953.180909090909,1.3835227272727273,15814.137809917356,15814.137809917356,5,5,5,15,0,Champions
14062,2011-11-30 10:04:00,2010-12-10 15:56:00,12,10464.85,5593,10,364,872.0708333333333,1.003434065934066,10493.599587912087,10493.599587912087,5,5,5,15,0,Champions
15615,2011-11-29 14:42:00,2010-12-15 16:21:00,23,10399.74,5508,10,359,452.1626086956522,1.9500348189415042,10573.551810584959,10573.551810584959,5,5,5,15,0,Champions
15502,2011-11-24 12:48:00,2010-12-05 15:40:00,12,10384.93,4236,16,369,865.4108333333334,0.9898373983739838,10272.356233062332,10272.356233062332,4,5,5,14,0,Champions
16180,2011-08-31 16:28:00,2011-04-01 10:23:00,8,10254.18,5867,100,253,1281.7725,0.9624505928853755,14793.579841897234,14793.579841897234,2,5,5,12,0,Champions
16843,2011-10-28 09:06:00,2011-01-16 16:10:00,16,10196.57,10159,43,327,637.285625,1.4892966360856268,11381.49250764526,11381.49250764526,3,5,5,13,0,Champions
12590,2011-05-12 14:52:00,2011-05-12 14:46:00,2,9864.26,4283,211,211,4932.13,0.28850710900473936,17063.767298578197,17063.767298578197,1,2,5,8,0,Champions
13001,2011-12-05 14:51:00,2011-01-17 12:45:00,13,9818.82,5505,4,327,755.2938461538462,1.2100535168195719,10959.844954128439,10959.844954128439,5,5,5,15,0,Champions
13199,2011-12-06 12:30:00,2010-12-08 10:51:00,38,9817.12,6176,4,367,258.34526315789475,3.151566757493188,9763.620708446868,9763.620708446868,5,5,5,15,0,Champions
15078,2011-12-02 15:41:00,2010-12-06 12:38:00,32,9743.11,5105,7,369,304.4721875,2.6395663956639566,9637.493631436315,9637.493631436315,5,5,5,15,0,Champions
12709,2011-11-24 15:38:00,2010-12-08 09:49:00,15,9736.52,3936,15,367,649.1013333333334,1.2440395095367847,9683.459945504088,9683.459945504088,4,5,5,14,0,Champions
13458,2011-12-02 15:29:00,2010-12-15 12:05:00,14,9646.57,5508,7,360,689.0407142857142,1.1836805555555556,9780.550138888888,9780.550138888888,5,5,5,15,0,Champions
14733,2011-11-23 15:39:00,2010-12-07 11:30:00,12,9585.91,3764,16,368,798.8258333333333,0.9925271739130435,9507.763994565217,9507.763994565217,4,5,5,14,0,Champions
16523,2011-12-08 09:06:00,2011-01-28 12:06:00,21,9418.470000000001,4265,2,316,448.4985714285715,2.022745253164557,10878.928955696203,10878.928955696203,5,5,5,15,0,Champions
12567,2011-11-17 11:02:00,2010-12-05 11:57:00,10,9401.28,4305,23,370,940.128,0.8226351351351351,9274.235675675676,9274.235675675676,4,5,5,14,0,Champions
14367,2011-12-01 13:19:00,2011-03-08 14:12:00,16,9261.52,4438,8,276,578.845,1.7644927536231885,12248.024637681161,12248.024637681161,5,5,5,15,0,Champions
14667,2011-11-29 11:30:00,2010-12-06 13:13:00,25,9241.2,5385,11,368,369.648,2.067764945652174,9165.864130434784,9165.864130434784,5,5,5,15,0,Champions
18092,2011-12-07 13:14:00,2010-12-09 10:00:00,11,9068.26,4252,2,366,824.3872727272727,0.9147882513661202,9043.483333333334,9043.483333333334,5,5,5,15,0,Champions
13969,2011-12-02 15:11:00,2010-12-09 19:32:00,18,9053.94,4542,7,365,502.99666666666667,1.5010273972602741,9053.94,9053.94,5,5,5,15,0,Champions
12451,2011-11-29 08:40:00,2011-01-19 09:05:00,5,9035.52,6575,11,325,1807.104,0.4682692307692308,10147.584,10147.584,5,4,5,14,0,Champions
13488,2011-11-22 14:41:00,2010-12-07 13:01:00,13,8968.31,4518,17,367,689.87,1.0781675749318802,8919.436376021798,8919.436376021798,4,5,5,14,0,Champions
13090,2011-12-01 12:39:00,2010-12-02 07:48:00,14,8910.82,2263,9,373,636.4871428571429,1.1424262734584452,8719.703217158176,8719.703217158176,5,5,5,15,0,Champions
16033,2011-12-04 12:44:00,2010-12-05 10:36:00,20,8816.4,3539,6,370,440.82,1.6452702702702702,8697.25945945946,8697.25945945946,5,5,5,15,0,Champions
17017,2011-12-07 09:32:00,2010-12-02 10:17:00,20,8694.26,6673,3,373,434.713,1.6320375335120645,8507.787935656836,8507.787935656836,5,5,5,15,0,Champions
17243,2011-12-08 13:26:00,2010-12-05 10:03:00,26,8676.85,3370,1,370,333.725,2.1388513513513514,8559.59527027027,8559.59527027027,5,5,5,15,0,Champions
17306,2011-11-29 12:14:00,2010-12-21 13:34:00,19,8631.31,11491,11,353,454.2794736842105,1.6382790368271953,8924.725637393767,8924.725637393767,5,5,5,15,0,Champions
16656,2011-11-17 14:43:00,2010-12-10 11:23:00,15,8625.8,8894,22,365,575.0533333333333,1.2508561643835616,8625.8,8625.8,4,5,5,14,0,Champions
14527,2011-12-07 12:19:00,2010-12-05 13:17:00,55,8508.82,2089,3,369,154.7058181818182,4.5367547425474255,8416.583468834688,8416.583468834688,5,5,5,15,0,Champions
12683,2011-12-05 16:31:00,2010-12-09 10:37:00,15,8476.57,4987,4,366,565.1046666666666,1.2474385245901638,8453.409972677595,8453.409972677595,5,5,5,15,0,Champions
18139,2011-11-22 10:44:00,2011-11-21 14:06:00,6,8438.34,5557,18,18,1406.39,10.145833333333334,171110.78333333333,171110.78333333333,4,5,5,14,0,Champions
15358,2011-12-05 09:04:00,2010-12-09 10:04:00,22,8347.2,7050,5,366,379.41818181818184,1.8295765027322404,8324.393442622952,8324.393442622952,5,5,5,15,0,Champions
16558,2011-12-09 10:20:00,2010-12-08 12:01:00,20,8338.49,5377,1,367,416.92449999999997,1.6587193460490464,8293.04863760218,8293.04863760218,5,5,5,15,0,Champions
14056,2011-12-08 13:36:00,2011-02-28 15:19:00,23,8214.65,4273,1,284,357.1586956521739,2.4650088028169015,10557.56073943662,10557.56073943662,5,5,5,15,0,Champions
14936,2011-11-06 10:30:00,2011-03-09 11:53:00,8,8137.02,4085,34,276,1017.1275,0.8822463768115942,10760.914130434783,10760.914130434783,3,5,5,13,0,Champions
16672,2011-12-07 16:29:00,2011-03-18 10:15:00,20,8134.9400000000005,2832,2,267,406.747,2.2799625468164795,11120.798127340824,11120.798127340824,5,5,5,15,0,Champions
13854,2011-12-01 09:06:00,2010-12-09 10:48:00,25,8109.5199999999995,2296,9,366,324.38079999999997,2.079064207650273,8087.3628415300545,8087.3628415300545,5,5,5,15,0,Champions
14952,2011-10-11 10:33:00,2010-12-10 12:48:00,11,8099.49,3355,60,365,736.3172727272727,0.9172945205479452,8099.490000000001,8099.490000000001,3,5,5,13,0,Champions
18109,2011-12-08 11:36:00,2010-12-05 10:58:00,26,8052.97,4237,2,370,309.7296153846154,2.1388513513513514,7944.146081081082,7944.146081081082,5,5,5,15,0,Champions
14796,2011-12-08 15:31:00,2010-12-08 10:40:00,17,8022.49,6025,1,367,471.9111764705882,1.4099114441416893,7978.770708446867,7978.770708446867,5,5,5,15,0,Champions
12428,2011-11-14 08:22:00,2011-03-01 09:33:00,9,7956.46,3536,26,284,884.0511111111111,0.964568661971831,10225.732042253521,10225.732042253521,4,5,5,14,0,Champions
15290,2011-12-05 11:39:00,2010-12-15 16:03:00,18,7943.22,4501,5,359,441.29,1.5261142061281336,8075.975766016714,8075.975766016714,5,5,5,15,0,Champions
14849,2011-11-18 10:58:00,2010-12-01 12:22:00,25,7930.54,5694,22,374,317.2216,2.034592245989305,7739.6981283422465,7739.6981283422465,4,5,5,14,0,Champions
12757,2011-11-24 12:30:00,2011-05-12 19:01:00,13,7857.1,2402,16,211,604.3923076923077,1.8752962085308058,13591.665876777251,13591.665876777251,4,5,5,14,0,Champions
17811,2011-12-05 13:46:00,2011-01-10 10:58:00,39,7837.7300000000005,4177,4,334,200.9674358974359,3.5540793413173657,8565.18398203593,8565.18398203593,5,5,5,15,0,Champions
13093,2011-03-09 12:14:00,2010-12-01 15:00:00,8,7832.47,3961,276,373,979.05875,0.6528150134048257,7664.4813672922255,7664.4813672922255,1,5,5,11,0,Champions
12435,2011-09-21 09:06:00,2011-03-17 07:40:00,2,7829.89,2055,80,268,3914.945,0.22714552238805968,10663.842723880598,10663.842723880598,2,2,5,9,0,Champions
13629,2011-11-16 13:21:00,2011-01-05 12:09:00,11,7792.36,4372,23,339,708.3963636363636,0.9876474926253687,8390.00412979351,8390.00412979351,4,5,5,14,0,Champions
15044,2011-11-20 13:20:00,2010-12-12 14:27:00,17,7700.2300000000005,2795,19,362,452.954705882353,1.4293853591160222,7764.044060773481,7764.044060773481,4,5,5,14,0,Champions
15194,2011-12-06 15:10:00,2010-12-06 15:00:00,15,7616.53,5703,3,368,507.76866666666666,1.2406589673913044,7554.438722826087,7554.438722826087,5,5,5,15,0,Champions
18172,2011-11-25 11:12:00,2011-02-23 10:44:00,20,7561.68,3184,15,290,378.084,2.0991379310344827,9517.286896551725,9517.286896551725,4,5,5,14,0,Champions
13263,2011-12-08 13:59:00,2011-01-18 16:31:00,35,7454.07,4780,1,325,212.97342857142857,3.2778846153846155,8371.493999999999,8371.493999999999,5,5,5,15,0,Champions
12474,2011-11-22 14:39:00,2011-01-14 10:06:00,18,7375.79,4847,17,330,409.7661111111111,1.6602272727272727,8158.070757575758,8158.070757575758,4,5,5,14,0,Champions
12980,2011-07-05 09:34:00,2010-12-16 11:36:00,9,7374.900000000001,886,158,359,819.4333333333334,0.7630571030640668,7498.157381615599,7498.157381615599,2,5,5,12,0,Champions
15465,2011-11-20 10:11:00,2010-12-05 10:12:00,18,7354.62,1257,20,370,408.59,1.4807432432432432,7255.233243243243,7255.233243243243,4,5,5,14,0,Champions
17396,2011-10-31 14:12:00,2010-12-03 09:45:00,8,7330.8,2005,39,372,916.35,0.6545698924731183,7192.854838709677,7192.854838709677,3,5,5,13,0,Champions
12583,2011-12-07 08:07:00,2010-12-01 08:45:00,15,7281.38,5060,3,374,485.42533333333336,1.220755347593583,7106.15962566845,7106.15962566845,5,5,5,15,0,Champions
